Date,Adj Close
2005-02-01,99925.19685999534
2005-02-02,99049.50199683593
2005-02-03,98520.37285983734
2005-02-04,98729.20326888733
2005-02-07,98824.74704539948
2005-02-08,99927.5041215974
2005-02-09,100392.80507069408
2005-02-10,100940.07736664593
2005-02-11,100484.35362797558
2005-02-14,101157.39476376354
2005-02-15,101136.47612219631
2005-02-16,101425.74978810131
2005-02-17,101614.71697836697
2005-02-18,101326.85619431316
2005-02-22,102185.81494265377
2005-02-23,101977.0508691365
2005-02-24,102198.58993115966
2005-02-25,102492.59093251769
2005-02-28,101872.89196935241
2005-03-01,102021.32792726104
2005-03-02,101347.42187944
2005-03-03,101284.51159277397
2005-03-04,100401.08364170218
2005-03-07,100069.43102229254
2005-03-08,100032.11400781079
2005-03-09,99397.7244506876
2005-03-10,99536.3274401228
2005-03-11,99697.90999675532
2005-03-14,100846.41209960719
2005-03-15,101259.89811015864
2005-03-16,101461.11919809123
2005-03-17,101893.3729389649
2005-03-18,101568.4583528977
2005-03-21,100873.37162957006
2005-03-22,101860.875024654
2005-03-23,101729.72755083056
2005-03-24,102146.4947456977
2005-03-28,101968.0403823516
2005-03-29,101305.8170600793
2005-03-30,102002.12300483587
2005-03-31,101528.96862308386
2005-04-01,101237.1812485874
2005-04-04,100802.88334028127
2005-04-05,101095.37978259924
2005-04-06,102252.12436763647
2005-04-07,102291.74651615026
2005-04-08,101120.53214065435
2005-04-11,100668.17616073492
2005-04-12,99737.0399808109
2005-04-13,99504.70556537512
2005-04-14,99382.42145053747
2005-04-15,99018.37715439922
2005-04-18,101600.72779946453
2005-04-19,101104.53482066112
2005-04-20,102074.88314780669
2005-04-21,102824.70305380301
2005-04-22,102489.99231180624
2005-04-25,102089.79735907988
2005-04-26,102451.24707922415
2005-04-27,102298.22723269119
2005-04-28,103210.39520831812
2005-04-29,102557.7376594137
2005-05-02,102699.79553246165
2005-05-03,102613.70324288585
2005-05-04,103214.38583337047
2005-05-05,104327.93228758016
2005-05-06,104379.33772981801
2005-05-09,104443.88330114522
2005-05-10,104869.77760637441
2005-05-11,103788.01037920156
2005-05-12,101712.84310854116
2005-05-13,101395.23011921068
2005-05-16,101169.71426825531
2005-05-17,99551.93544440277
2005-05-18,99502.83873502565
2005-05-19,100363.16710511995
2005-05-20,98863.49099628282
2005-05-23,98387.6359070952
2005-05-24,98987.04722921205
2005-05-25,100535.9003757651
2005-05-26,101382.36020128084
2005-05-27,99699.2693509276
2005-05-31,101799.70663825823
2005-06-01,102615.0860895331
2005-06-02,102258.54189292742
2005-06-03,99864.36819354845
2005-06-06,98758.68460361315
2005-06-07,97727.5356453989
2005-06-08,97742.24744358996
2005-06-09,97532.83904496173
2005-06-10,95520.57508507709
2005-06-13,95090.63595884661
2005-06-14,95653.55579621208
2005-06-15,97935.77413613212
2005-06-16,97774.38937050712
2005-06-17,97029.97789818657
2005-06-20,97087.91834027183
2005-06-21,98281.60227639091
2005-06-22,98472.48895604027
2005-06-23,97421.59619385612
2005-06-24,97698.10136582326
2005-06-27,96338.01453520726
2005-06-28,97002.86503722142
2005-06-29,100664.64451720189
2005-06-30,101124.64436890553
2005-07-01,101067.2067022356
2005-07-05,100578.62336131847
2005-07-06,100628.92666312969
2005-07-07,100490.83736774242
2005-07-08,101153.53971072948
2005-07-11,101871.01379558361
2005-07-12,100893.24476024426
2005-07-13,99523.6393935374
2005-07-14,99501.058910005
2005-07-15,100285.90390550366
2005-07-18,100066.48108159771
2005-07-19,102081.30766641369
2005-07-20,101851.66630994549
2005-07-21,102256.44315492382
2005-07-22,103599.3983637022
2005-07-25,103526.3587738203
2005-07-26,103051.9254699873
2005-07-27,100184.6126800703
2005-07-28,100961.90248260126
2005-07-29,100249.53395518885
2005-08-01,100580.004262539
2005-08-02,100395.7515073739
2005-08-03,98198.76351478825
2005-08-04,100727.11549667244
2005-08-05,101452.39171127207
2005-08-08,101823.34212211496
2005-08-09,102160.60974792368
2005-08-10,101701.24338439829
2005-08-11,102251.31062225229
2005-08-12,103494.67684654123
2005-08-15,103383.46822170145
2005-08-16,102921.53799442179
2005-08-17,103520.4197073353
2005-08-18,103716.29330066568
2005-08-19,103916.90106109506
2005-08-22,103920.36113551981
2005-08-23,104074.78216461069
2005-08-24,104809.92491725809
2005-08-25,105768.6642494572
2005-08-26,105933.97855953104
2005-08-29,105854.54870238925
2005-08-30,106305.05558015681
2005-08-31,106679.2861385522
2005-09-01,106552.42103196956
2005-09-02,105790.74138070918
2005-09-06,105134.08568574763
2005-09-07,105469.0154485879
2005-09-08,106295.91686632014
2005-09-09,106661.23952295161
2005-09-12,107325.76519109584
2005-09-13,107013.2887191949
2005-09-14,107163.39625169612
2005-09-15,106850.95407296992
2005-09-16,106930.87938404774
2005-09-19,107337.46923733449
2005-09-20,106665.11324883199
2005-09-21,106540.5841741631
2005-09-22,107462.89127445912
2005-09-23,107800.48331642842
2005-09-26,108301.61125279164
2005-09-27,108142.6927433083
2005-09-28,107478.22557259297
2005-09-29,107618.53768368512
2005-09-30,108222.30211277753
2005-10-03,108936.15163822919
2005-10-04,108872.05599995404
2005-10-05,108858.87565823346
2005-10-06,109005.29667874127
2005-10-07,109916.64286824017
2005-10-10,110198.45153637677
2005-10-11,110902.35960598737
2005-10-12,110771.7396251753
2005-10-13,111234.774703224
2005-10-14,111919.30922528058
2005-10-17,112850.44821759015
2005-10-18,112424.52224655896
2005-10-19,113199.84794445783
2005-10-20,114227.16534729749
2005-10-21,113577.13712807446
2005-10-24,113709.61944599896
2005-10-25,113629.88136311322
2005-10-26,113034.8561851576
2005-10-27,112995.37363556486
2005-10-28,113133.88063808328
2005-10-31,112873.51003452188
2005-11-01,113014.8954624737
2005-11-02,112121.08041187174
2005-11-03,112866.88929603538
2005-11-04,113135.27292583427
2005-11-07,113213.96992156944
2005-11-08,113613.70954940758
2005-11-09,114131.95502227663
2005-11-10,114566.30580943941
2005-11-11,114843.49453586458
2005-11-14,115293.07585090517
2005-11-15,115962.00325530885
2005-11-16,115653.74317878603
2005-11-17,115323.35645526765
2005-11-18,115248.59941142915
2005-11-21,115188.99894565462
2005-11-22,114769.60298580049
2005-11-23,112884.85407966493
2005-11-25,113556.8831028354
2005-11-28,114980.85186523317
2005-11-29,114995.55718845247
2005-11-30,114928.0686239612
2005-12-01,116144.41259616731
2005-12-02,116936.9699863315
2005-12-05,116624.51105250124
2005-12-06,116178.1560233951
2005-12-07,116595.396328342
2005-12-08,116943.10657061342
2005-12-09,117495.17228449587
2005-12-12,118239.5301841617
2005-12-13,119157.73153723482
2005-12-14,119326.9448150516
2005-12-15,118916.59266031985
2005-12-16,119265.26200903658
2005-12-19,119427.69994200472
2005-12-20,119169.29096449618
2005-12-21,119063.68583430056
2005-12-22,119860.9826187015
2005-12-23,120875.0721019626
2005-12-27,120686.22841419415
2005-12-28,120222.38259497564
2005-12-29,120611.33151754744
2005-12-30,120615.73691234
2006-01-03,119225.37570056327
2006-01-04,119601.87904908668
2006-01-05,120661.68635694933
2006-01-06,121167.72977631044
2006-01-09,122787.37166111422
2006-01-10,123710.4289445157
2006-01-11,124164.28801052523
2006-01-12,123860.62957327318
2006-01-13,123718.20834343386
2006-01-17,124251.43360845995
2006-01-18,123681.46484177065
2006-01-19,124064.34397165728
2006-01-20,124881.7063104206
2006-01-23,123810.41680946626
2006-01-24,123774.43841328897
2006-01-25,124318.69295349397
2006-01-26,125598.42034807481
2006-01-27,125405.6043523816
2006-01-30,125305.38265791215
2006-01-31,125006.33309092798
2006-02-01,125270.03622403421
2006-02-02,126307.53919925966
2006-02-03,126225.87976851739
2006-02-06,125098.3671027688
2006-02-07,123962.13003506936
