Date,Adj Close
2005-02-01,100000.01595800485
2005-02-02,99124.10149788929
2005-02-03,98594.06492066456
2005-02-04,98803.22371506764
2005-02-07,98898.99533009602
2005-02-08,100011.5480749967
2005-02-09,100477.07650021337
2005-02-10,101025.03052929662
2005-02-11,100568.59382561468
2005-02-14,101242.35926560186
2005-02-15,101221.7074754598
2005-02-16,101511.63026074193
2005-02-17,101701.36269644521
2005-02-18,101413.4341919782
2005-02-22,102272.73312643789
2005-02-23,102068.34253988782
2005-02-24,102289.57285891095
2005-02-25,102585.13588343182
2005-02-28,101965.39217291394
2005-03-01,102113.88916025677
2005-03-02,101439.5572062544
2005-03-03,101441.31414919067
2005-03-04,100572.65240037456
2005-03-07,100240.77561950011
2005-03-08,100214.09981569831
2005-03-09,99578.47497901504
2005-03-10,99718.656709047
2005-03-11,99917.80400229692
2005-03-14,101069.0061555028
2005-03-15,101483.97442771196
2005-03-16,101685.53850651979
2005-03-17,102118.73789922014
2005-03-18,101793.00389746443
2005-03-21,101096.79775611177
2005-03-22,102097.50515864875
2005-03-23,101966.95490524505
2005-03-24,102384.90258571837
2005-03-28,102206.50028965209
2005-03-29,101543.98187992309
2005-03-30,102253.21190830451
2005-03-31,101778.70614095908
2005-04-01,101485.8271836875
2005-04-04,101049.93008633834
2005-04-05,101342.2333745597
2005-04-06,102502.5776276229
2005-04-07,102543.46270223838
2005-04-08,101368.44096323234
2005-04-11,100915.152897322
2005-04-12,99982.115518534
2005-04-13,99750.06403251868
2005-04-14,99628.15481182319
2005-04-15,99275.94976142564
2005-04-18,101864.3586325995
2005-04-19,101366.91429952302
2005-04-20,102353.01550695095
2005-04-21,103103.66719835956
2005-04-22,102767.6522142287
2005-04-25,102367.7846764918
2005-04-26,102725.73944627555
2005-04-27,102576.86962139067
2005-04-28,103490.75402294865
2005-04-29,102836.32237326374
2005-05-02,103029.39286648661
2005-05-03,102948.2304974897
2005-05-04,103552.10129750801
2005-05-05,104677.06846812533
2005-05-06,104727.46085646914
2005-05-09,104792.16450408267
2005-05-10,105218.21867278384
2005-05-11,104131.64790824222
2005-05-12,102049.75345996188
2005-05-13,101741.1670333196
2005-05-16,101522.70292789869
2005-05-17,99900.5729668849
2005-05-18,99899.00532510575
2005-05-19,100764.14306953248
2005-05-20,99257.58973815736
2005-05-23,98779.44808366593
2005-05-24,99381.135217455
2005-05-25,100936.9857790738
2005-05-26,101787.82233789262
2005-05-27,100095.40901735124
2005-05-31,102207.82693507966
2005-06-01,103027.00016906556
2005-06-02,102668.0532954007
2005-06-03,100263.79886176881
2005-06-06,99155.61422612962
2005-06-07,98149.14044291976
2005-06-08,98164.90478045943
2005-06-09,97954.80659348967
2005-06-10,95933.86763722899
2005-06-13,95610.4700331515
2005-06-14,96177.40168375097
2005-06-15,98472.6222128304
2005-06-16,98309.26721328817
2005-06-17,97561.18519109808
2005-06-20,97619.39285940252
2005-06-21,98819.52395099722
2005-06-22,99011.11572259985
2005-06-23,97954.89068311773
2005-06-24,98243.0271224711
2005-06-27,96875.7375864718
