&"default_2010"&"val_1_2010"&"val_2_2010"&"sp500_2010"&"dji_2010" \\ [1ex]
ARC&8.64&"6.51"&5.94&8.32&"7.13" \\ [1ex]
ASD&"16.76"&"16.21"&"13.02"&"17.7"&"17.12" \\ [1ex]
SHR&0.52&0.4&0.46&0.47&0.42 \\ [1ex]
SOR&"1.23"&"1.21"&"1.32"&"1.03"&0.92 \\ [1ex]
MD&25.68&26.55&22.84&33.92&37.09 \\ [1ex]
MLD&"1.35"&2.36&2.5&"1.48"&"1.48" \\ [1ex]
IR&0.52&0.4&0.46&0.47&0.42 \\ [1ex]
IR_2&"0.17"&"0.1"&"0.12"&"0.12"&0.08 \\ [1ex]
