&"default"&sl_s_0.5&"sl_s_1.5" \\ [1ex]
ARC&"13.8"&"13.72"&"13.76" \\ [1ex]
ASD&"18.44"&"18.43"&"18.43" \\ [1ex]
SHR&0.75&0.74&0.75 \\ [1ex]
SOR&"1.28"&"1.28"&"1.28" \\ [1ex]
MD&47.06&47.06&47.06 \\ [1ex]
MLD&2.05&2.05&2.05 \\ [1ex]
IR&0.75&0.74&0.75 \\ [1ex]
IR_2&0.22&0.22&0.22 \\ [1ex]
